# UNIQUE PLAYERS: 208
1112: 199
1: 36,35,32,33,34
1: 38,34,36,33,31
1: 32,33,31,36,35
1: 31,36,32,33,35
1: 36,32,33,35,31
1: 31,34,30,35,32
1: 36,32,34,35,33
1: 31,35,36,37,32
1: 33,39,36,31,35
1: 30,31,37,33,32
1: 31,36,30,32,33
1: 31,32,33,30,35
1: 33,32,31,35,30
1: 35,36,30,32,38
1: 35,36,33,31,32
1: 30,36,39,35,31
1: 32,35,31,33,30
1: 34,35,31,37,36
1: 30,39,37,36,33
1: 31,37,33,39,32
1: 37,30,39,31,38
1: 30,36,34,35,33
1: 31,33,38,36,35
1: 31,32,33,30,34
1: 31,37,39,32,33
1: 31,33,32,37,30
1: 31,37,30,39,36
1: 30,37,38,39,34
1: 30,37,35,36,39
1: 31,32,34,35,33
1: 31,32,34,35,38
1: 32,37,30,36,39
1: 36,31,33,32,30
1: 33,30,38,31,35
1: 37,31,33,32,30
1: 31,32,33,36,30
1: 31,32,33,36,38
1: 31,32,33,36,39
1: 32,31,37,36,33
1: 30,36,37,35,39
1: 31,30,32,33,38
1: 35,36,30,31,33
1: 32,35,33,36,31
1: 33,31,37,30,38
1: 34,35,38,36,30
1: 35,30,31,39,33
1: 34,35,38,32,36
1: 30,37,31,32,33
1: 30,37,35,32,33
1: 32,38,34,31,33
1: 32,33,34,35,39
1: 30,33,37,39,36
1: 35,30,31,33,32
1: 30,32,31,33,36
1: 36,31,32,33,35
1: 30,32,35,36,31
1: 33,34,35,32,31
1: 30,37,32,33,39
1: 38,30,35,33,31
1: 36,38,31,37,30
1: 31,36,35,34,37
1: 31,32,37,33,30
1: 36,39,37,35,30
1: 31,39,37,32,33
1: 31,35,32,33,39
1: 32,35,30,31,33
1: 32,37,36,30,31
1: 30,36,39,37,35
1: 30,32,38,33,39
1: 31,33,36,37,35
1: 33,34,31,36,38
1: 30,37,31,39
1: 30,37,31,32
1: 30,36,38,37
1: 30,36,38,39
1: 30,37,39,32
1: 30,32,31,35
1: 31,35,30,32
1: 36,34,35,39
1: 36,34,35,38
1: 31,35,30,37
1: 39,37,35,36
1: 38,35,34,32
1: 35,34,33,30
1: 33,34,32,31
1: 34,31,35,36
1: 37,39,31,35
1: 37,30,39,33
1: 38,34,31,35
1: 37,39,31,36
1: 31,38,34,36
1: 31,38,34,32
1: 35,36,31,32
1: 30,37,31,35
1: 30,33,35,34
1: 39,36,30,35
1: 30,36,35,31
1: 31,30,35,33
1: 31,37,36,38
1: 34,36,30,31
1: 30,36,38,35
1: 34,38,33,35
1: 33,30,34,35
1: 32,37,31,30
1: 30,32,36,35
1: 35,37,36,39
1: 31,33,35,32
1: 31,33,35,30
1: 34,38,37,32
1: 30,39,31,36
1: 30,39,31,32
1: 38,34,39,37
1: 38,34,39,36
1: 34,30,37,35
1: 35,38,37,36
1: 33,37,31,30
1: 35,30,31,36
1: 30,36,31,39
1: 36,31,33,30
1: 35,39,36,38
1: 35,39,36,32
1: 30,36,31,33
1: 39,36,37,30
1: 35,37,36,30
1: 34,36,35,38
1: 34,32,31,33
1: 33,38,32,36
1: 30,35,39,36
1: 30,35,39,32
1: 31,30,37,32
1: 35,34,30,36
1: 37,32,31,34
1: 34,37,35,36
1: 33,39,32,30
1: 33,31,36,39
1: 33,30,31,34
1: 30,32,34,36
1: 31,38,35,30
1: 30,32,34,35
1: 30,32,34,33
1: 35,39,30,36
1: 35,36,39,37
1: 35,38,36,34
1: 36,35,31,34
1: 39,36,30,31
1: 36,30,39,37
1: 35,30,32,31
1: 34,30,35,39
1: 36,31,30,32
1: 30,34,33,38
1: 31,35,32,34
1: 38,30,37,39
1: 30,31,39,37
1: 30,31,39,36
1: 36,37,32,39
1: 30,31,39,32
1: 30,39,35,33
1: 35,32,30,31
1: 35,30,34,31
1: 30,39,35,36
1: 30,39,35,32
1: 31,32,36,30
1: 31,32,37,35
1: 33,30,31,36
1: 35,34,36,32
1: 35,32,31,30
1: 33,35,30,36
1: 30,34,37,35
1: 32,36,35,30
1: 30,36,34,31
1: 36,30,31,32
1: 38,34,36,35
1: 34,30,33,32
1: 34,31,33,36
1: 34,31,33,38
1: 33,34,32,38
1: 34,31,35,30
1: 36,39,37,32
1: 34,35,38,32
1: 34,35,38,30
1: 34,35,38,31
1: 30,31,35,33
1: 30,31,35,32
1: 30,31,35,39
1: 32,31,35,34
1: 36,32,37,35
1: 37,36,30,32
1: 36,39,30,31
1: 31,36,38,30
1: 31,36,38,32
1: 37,31,30,32
1: 31,30,33,39
1: 33,37,35,36
1: 39,30,38,31
1: 31,36,35,32
1: 38,33,34,36
1: 33,32,36,35
1: 36,33,34,32
1: 31,35,34,36
1: 30,32,36,37
1: 37,39,30,35
1: 33,35,32,31
1: 35,36,34,31
1: 30,38,36,39
1: 30,38,36,35
1: 38,34,32,35
1: 38,34,30,35
1: 32,31,36,38
1: 32,33,35,36
1: 31,38,30,34
1: 33,34,30,35
1: 34,30,31,33
1: 30,35,38,32
1: 33,34,30,31
1: 32,31,36,37
1: 32,30,35,36
1: 30,31,34,36
1: 32,39,30,36
1: 39,37,36,35
1: 39,37,36,32
1: 38,35,37,36
1: 37,39,33,30
1: 37,39,33,31
1: 37,39,33,36
1: 35,36,30,34
1: 33,32,37,31
1: 34,32,30,33
1: 30,32,37,33
1: 33,35,31,32
1: 34,31,36,30
1: 30,32,37,36
1: 30,35,34,39
1: 34,31,32,39
1: 34,31,32,38
1: 33,31,37,38
1: 32,30,37,31
1: 30,32,39,36
1: 39,31,33,38
1: 35,30,36,38
1: 36,33,32,31
1: 35,30,36,31
1: 35,30,36,37
1: 30,39,37,35
1: 32,33,34,31
1: 30,39,37,38
1: 32,36,31,33
1: 32,31,35,36
1: 32,30,36,33
1: 30,33,31,35
1: 32,30,36,37
1: 31,30,35,36
1: 36,31,35,39
1: 34,30,38,39
1: 30,35,33,38
1: 33,38,30,34
1: 31,30,34,35
1: 36,37,35,39
1: 30,35,33,31
1: 30,35,33,36
1: 35,36,37,38
1: 30,31,32,34
1: 34,33,32,31
1: 38,36,34,33
1: 30,32,39,37
1: 30,37,36,32
1: 35,36,33,31
1: 30,37,32,33
1: 35,30,33,31
1: 35,30,33,36
1: 37,35,31,33
1: 30,37,32,39
1: 39,31,30,36
1: 39,31,30,32
1: 33,30,37,31
1: 33,32,31,34
1: 32,37,36,31
1: 32,36,30,37
1: 32,30,33,35
1: 35,38,34,36
1: 35,36,30,33
1: 39,37,35,33
1: 35,33,32,39
1: 35,33,32,31
1: 30,36,33,38
1: 30,39,32,37
1: 33,39,38,31
1: 30,39,36,31
1: 34,35,32,36
1: 35,37,31,30
1: 32,37,33,31
1: 37,36,31,30
1: 33,35,30,37
1: 31,35,36,30
1: 39,30,35,34
1: 38,32,34,35
1: 31,32,39,33
1: 30,32,38,31
1: 36,30,34,35
1: 33,32,30,35
1: 30,36,39,32
1: 36,35,31,38
1: 31,38,33,32
1: 33,32,35,31
1: 30,38,39,35
1: 30,31,36,35
1: 30,31,36,39
1: 37,39,34,38
1: 30,31,32,35
1: 38,34,35,32
1: 35,34,33,31
1: 36,39,35,34
1: 33,32,39,36
1: 35,36,32,33
1: 30,39,31,37
1: 34,35,37,30
1: 32,31,34,37
1: 32,31,34,30
1: 38,30,36,33
1: 31,35,33,32
1: 31,36,33,35
1: 34,35,30,38
1: 34,35,30,36
1: 34,36,33,32
1: 37,38,39,30
1: 33,35,36,34
1: 33,31,34,32
1: 35,31,36,33
1: 31,33,39,38
1: 34,38,36,30
1: 37,31,38,32
1: 37,31,38,39
1: 32,37,30,31
1: 35,33,36,32
1: 33,31,35,34
1: 30,35,31,38
1: 30,35,38,37
1: 33,37,39,31
1: 37,31,39,34
1: 32,30,39,37
1: 31,37,33,36
1: 31,37,33,39
1: 39,36,32,31
1: 33,39,30,37
1: 30,37,38,39
1: 30,33,36,39
1: 34,31,38,30
1: 31,33,38,30
1: 35,31,30,37
1: 35,31,36,32
1: 37,31,36,32
1: 34,30,36,35
1: 30,37,35,33
1: 30,37,35,39
1: 32,31,30,36
1: 35,39,38,34
1: 30,34,36,37
1: 32,33,36,37
1: 30,34,36,33
1: 37,38,39,34
1: 32,36,38,35
1: 31,30,39,32
1: 36,30,35,34
1: 33,31,38,32
1: 31,32,39,36
1: 31,38,39,32
1: 35,34,38,36
1: 38,32,33,31
1: 34,30,32,35
1: 31,32,30,34
1: 39,30,36,33
1: 31,30,36,32
1: 37,31,33,32
1: 33,30,38,32
1: 36,35,37,30
1: 32,33,30,37
1: 30,34,36,35
1: 35,36,31,30
1: 36,30,35,38
1: 30,37,34,35
1: 36,30,35,37
1: 30,37,34,36
1: 36,30,35,33
1: 36,32,33,31
1: 36,39,33,32
1: 36,39,33,31
1: 35,33,34,30
1: 33,36,31,37
1: 33,35,36,31
1: 30,33,38,31
1: 36,37,30,39
1: 35,34,32,36
1: 35,34,32,31
1: 33,36,39,32
1: 39,37,30,38
1: 30,35,36,39
1: 30,35,36,32
1: 30,35,36,38
1: 31,32,30,37
1: 31,32,30,36
1: 35,34,30,38
1: 32,37,31,34
1: 31,33,30,39
1: 31,33,30,35
1: 37,36,33,30
1: 30,32,37,31
1: 36,31,35,32
1: 37,32,33,31
1: 31,39,37,30
1: 31,39,37,32
1: 31,39,37,36
1: 33,30,35,36
1: 35,36,39,31
1: 31,39,37,33
1: 30,35,37,39
1: 37,31,36,38
1: 30,35,37,36
1: 35,36,38,34
1: 39,35,37,36
1: 37,30,36,33
1: 30,33,39,32
1: 30,33,39,38
1: 30,34,35,37
1: 37,30,35,34
1: 30,35,32,36
1: 34,33,30,38
1: 37,30,32,31
1: 37,30,32,39
1: 34,33,36,32
1: 34,35,31,33
1: 37,38,30,39
1: 35,33,30,31
1: 36,32,35,30
1: 39,32,31,37
1: 33,31,37,30
1: 30,34,35,33
1: 30,34,35,32
1: 30,34,35,39
1: 30,39,33,32
1: 30,31,32,37
1: 36,39,34,30
1: 37,32,33,34
1: 30,32,33,36
1: 33,35,32,30
1: 30,32,33,38
1: 37,39,36,31
1: 35,31,32,36
1: 31,36,39,33
1: 35,36,30,37
1: 32,36,37,31
1: 36,30,39,34
1: 31,34,38,35
1: 34,38,35,31
1: 30,37,33,38
1: 30,37,33,32
1: 31,37,38,32
1: 35,36,33,32
1: 33,31,36,38
1: 33,31,36,32
1: 31,38,32,35
1: 34,30,35,36
1: 30,31,33,36
1: 30,31,33,37
1: 30,31,33,35
1: 35,30,36,33
1: 30,34,38,31
1: 35,30,37,36
1: 36,31,37,39
1: 33,38,35,36
1: 30,39,37,32
1: 39,38,37,35
1: 39,36,30,37
1: 34,33,31,37
1: 31,36,32,35
1: 34,33,31,32
1: 39,31,38,33
1: 31,32,38,33
1: 35,32,30,33
1: 32,30,37,35
1: 30,33,37,39
1: 34,32,37,39
1: 32,35,30,33
1: 32,31,37,35
1: 35,36,30,32
1: 39,30,38,36
1: 34,39,31,36
1: 35,32,31,39
1: 39,30,31,33
1: 33,39,38,37
1: 31,32,37,36
1: 30,31,37,32
1: 35,36,37,33
1: 30,31,37,36
1: 36,35,34,30
1: 35,33,30,32
1: 34,39,38,37
1: 37,39,36,32
1: 36,39,35,31
1: 37,30,31,32
1: 38,30,39,37
1: 37,30,31,33
1: 36,37,39,31
1: 31,34,37,33
1: 34,35,36,37
1: 30,31,39,34
1: 36,37,31,35
1: 32,31,39,37
1: 35,31,33,30
1: 32,31,34,38
1: 39,37,31,30
1: 38,39,30,36
1: 39,32,36,31
1: 32,33,38,31
1: 39,32,36,37
1: 37,36,39,31
1: 37,36,39,35
1: 31,35,32,36
1: 38,33,36,35
1: 36,30,32,37
1: 32,35,36,30
1: 32,35,36,31
1: 33,34,31,32
1: 37,33,39,35
1: 30,32,35,36
1: 35,30,34,39
1: 30,32,35,39
1: 31,30,35,34
1: 31,36,30,39
1: 34,35,33,36
1: 34,35,33,32
1: 31,36,30,33
1: 34,35,33,30
1: 32,38,33,31
1: 34,36,37
1: 34,36,32
1: 34,36,30
1: 36,39,31
1: 36,39,32
1: 36,39,30
1: 36,39,38
1: 35,37,39
1: 35,37,31
1: 32,30,33
1: 37,33,30
1: 31,34,32
1: 31,34,30
1: 37,33,35
1: 31,38,35
1: 32,37,36
1: 32,37,30
1: 31,38,39
1: 34,33,36
1: 34,33,30
1: 32,39,31
1: 33,35,30
1: 33,35,38
1: 33,38,37
1: 33,35,37
1: 33,38,35
1: 35,33,32
1: 35,33,30
1: 34,30,32
1: 34,37,31
1: 34,37,30
1: 38,39,37
1: 34,31,36
1: 39,32,30
1: 38,33,34
1: 31,38,37
1: 35,31,34
1: 39,30,38
1: 34,39,36
1: 33,37,34
1: 32,36,33
1: 33,30,34
1: 39,37,30
1: 38,31,34
1: 39,35,34
1: 35,34,30
1: 35,39,30
1: 32,34,33
1: 31,36,39
1: 31,36,37
1: 36,37,32
1: 36,37,31
1: 38,36,34
1: 39,38,36
1: 39,35,31
1: 35,31,38
1: 34,31,38
1: 34,31,30
1: 38,37,39
1: 32,38,33
1: 32,38,30
1: 37,32,30
1: 37,36,32
1: 33,38,30
1: 35,34,33
1: 38,32,31
1: 38,32,35
1: 30,38,33
1: 33,32,36
1: 35,38,31
1: 33,34,32
1: 39,35,36
1: 36,35,37
1: 34,32,36
1: 34,32,31
1: 39,30,34
1: 38,35,36
1: 38,31,36
1: 33,39,37
1: 39,32,33
1: 39,32,35
1: 30,32,38
1: 37,35,34
1: 37,38,39
1: 33,36,38
1: 37,39,34
1: 30,33,38
1: 33,35,39
1: 39,36,31
1: 39,36,30
1: 38,34,33
1: 39,30,32
1: 39,30,31
1: 35,37,32
1: 35,37,33
1: 39,33,30
1: 39,33,32
1: 35,36,37
1: 33,32,38
1: 32,34,31
1: 32,34,30
1: 32,34,38
1: 33,38,36
1: 36,30,38
1: 36,30,33
1: 37,31,30
1: 37,31,38
1: 37,31,36
1: 37,31,35
1: 33,36,37
1: 32,36,34
1: 30,33,39
1: 37,38,35
1: 35,38,34
1: 37,39,33
1: 33,30,39
1: 32,30,38
1: 32,31,38
1: 31,32,39
1: 36,34,33
1: 36,34,37
1: 35,30,39
1: 36,32,30
1: 32,33,35
1: 33,36,34
1: 38,30,39
1: 38,30,36
1: 38,30,31
1: 39,31,33
1: 33,30,38
1: 38,39,34
1: 37,36,34
1: 32,35,33
1: 33,38,34
1: 38,36,39
1: 31,33,38
1: 31,33,39
1: 31,33,36
1: 36,31,37
1: 36,31,33
1: 30,39,34
1: 37,32,33
1: 37,32,36
1: 37,30,32
1: 38,39
1: 38,32
1: 35,37
1: 39,37
1: 39,38
1: 35,39
1: 32,37
1: 33,37
1: 40,47,42,41,44,43,48,46,45
1: 42,41,48,43,45,46,47,40,44
1: 46,41,42,43,44,40,47,48,45
1: 40,41,42,43,47,48,46,45,44
1: 40,42,41,43,48,47,44,46,45
1: 48,46,40,47,44,45,41,42,43
1: 42,41,43,44,48,47,40,46,45
1: 46,41,40,45,48,43,44,42,47
1: 40,47,41,42,44,43,48,46,45
1: 42,43,41,46,45,40,47,44,48
1: 46,43,48,44,41,42,47,45,40
1: 46,40,41,42,43,45,47,48,44
1: 40,41,42,47,46,48,43,45,44
1: 46,40,41,43,42,45,48,47,44
1: 46,42,43,41,40,47,48,45,44
1: 43,41,42,40,45,47,46,48,44
1: 42,41,48,46,40,47,43,45,44
1: 44,40,47,46,48,45,43,41,42
1: 42,43,45,48,41,46,47,40,44
1: 40,45,47,46,48,43,42,41,44
1: 43,42,41,45,47,40,46,44,48
1: 43,40,41,42,45,46,48,47,44
1: 46,45,40,42,43,41,47,48,44
1: 41,43,42,40,47,48,45,46,44
1: 47,48,40,44,46,41,42,43,45
1: 41,46,40,42,43,45,47,48,44
1: 40,41,46,42,44,43,48,45,47
1: 43,40,46,41,42,47,44,45,48
1: 41,42,43,48,45,44,40,47,46
1: 41,42,43,46,45,48,40,47,44
1: 40,45,46,41,42,47,44,43,48
1: 42,41,43,44,48,47,46,45,40
1: 42,41,43,40,47,46,48,45,44
1: 47,41,42,40,43,48,44,46,45
1: 43,41,42,48,47,46,40,45,44
1: 40,41,48,45,42,43,46,47,44
1: 42,40,41,43,45,46,47,48,44
1: 43,42,41,46,45,40,44,47,48
1: 45,46,40,47,41,48,42,43,44
1: 46,41,42,43,44,47,48,45,40
1: 48,40,47,46,42,41,43,44,45
1: 46,40,42,41,43,48,47,45,44
1: 44,48,41,42,47,43,40,46,45
1: 41,43,42,40,48,45,44,47,46
1: 47,41,42,43,48,46,40,44,45
1: 44,43,42,41,48,40,47,46,45
1: 48,42,41,43,40,44,47,46,45
1: 41,43,42,40,46,47,48,44,45
1: 47,45,48,43,46,40,41,42,44
1: 45,46,44,43,42,41,48,47,40
1: 46,40,43,45,42,41,47,44,48
1: 40,46,42,44,43,48,45,41,47
1: 48,43,42,47,41,40,44,46,45
1: 43,45,47,46,42,40,41,44,48
1: 40,41,46,43,44,42,48,47,45
1: 41,42,43,47,46,40,44,48,45
1: 42,46,40,43,41,47,48,45,44
1: 45,40,47,43,41,42,44,48,46
1: 40,43,42,41,45,46,47,48,44
1: 42,47,43,41,48,46,44,45,40
1: 42,43,41,45,47,40,44,48,46
1: 45,41,42,43,48,47,40,44,46
1: 40,45,48,44,42,46,43,41,47
1: 40,41,42,43,46,48,45,47,44
1: 41,43,42,47,46,44,48,40,45
1: 42,41,43,45,46,40,47,44,48
1: 40,46,48,47,45,44,43,42,41
1: 41,42,43,47,48,45,44,46,40
1: 40,45,48,47,46,44,43,42,41
1: 41,42,43,45,44,48,47,46,40
1: 40,41,43,42,44,46,47,48,45
1: 45,43,41,42,40,47,48,44,46
1: 42,43,41,48,45,46,47,40,44
1: 47,41,42,43,40,46,44,48,45
1: 40,46,45,47,43,42,41,48,44
1: 47,40,41,42,44,43,48,46,45
1: 43,45,41,42,47,48,40,46,44
1: 41,42,45,43,40,48,44,46,47
1: 43,41,42,45,47,44,48,46,40
1: 45,41,42,46,40,47,44,48,43
1: 42,41,43,48,47,44,40,46,45
1: 44,45,43,40,47,41,46,42,48
1: 41,45,44,42,47,46,40,43,48
1: 40,41,42,46,47,44,43,48,45
1: 40,45,46,47,48,43,41,42,44
1: 45,48,43,42,41,40,47,46,44
1: 43,41,42,47,48,46,45,40,44
1: 41,42,43,46,48,47,40,45,44
1: 42,45,43,41,40,47,46,48,44
1: 41,42,43,44,47,40,45,48,46
1: 45,40,42,48,46,43,41,47,44
1: 40,46,44,48,45,47,41,42,43
1: 43,41,42,44,40,47,48,45,46
1: 40,46,45,48,47,41,42,43,44
1: 43,41,45,42,46,47,40,48,44
1: 41,45,42,43,48,47,46,40,44
1: 43,42,47,41,46,40,44,48,45
1: 43,42,41,47,48,46,44,40,45
1: 40,46,45,42,41,43,44,48,47
1: 45,41,40,46,47,42,44,43,48
1: 46,40,47,45,42,43,48,41,44
1: 40,44,43,45,48,42,41,47,46
1: 40,47,46,48,41,42,43,45,44
1: 40,48,41,42,44,43,45,47,46
1: 40,46,48,42,41,47,44,43,45
1: 42,41,48,45,43,46,47,40,44
1: 41,42,43,40,44,48,45,47,46
1: 41,42,43,40,46,48,45,47,44
1: 43,41,42,46,45,40,48,47,44
1: 48,42,45,43,41,44,47,46,40
1: 46,48,42,40,45,41,47,44,43
1: 41,40,45,42,47,46,43,48,44
1: 44,43,42,48,45,40,46,47,41
1: 42,41,43,48,47,44,46,45,40
1: 41,42,43,40,48,47,46,45,44
1: 42,41,43,47,40,48,46,45,44
1: 41,43,45,42,48,46,40,47,44
1: 42,43,41,47,45,46,40,44,48
1: 40,46,41,45,43,48,44,42,47
1: 40,41,42,47,46,43,44,45,48
1: 41,44,42,43,47,48,40,46,45
1: 43,41,42,40,47,44,48,45,46
1: 43,42,41,46,48,44,40,47,45
1: 43,42,41,46,40,47,48,44,45
1: 41,46,40,42,44,47,43,48,45
1: 41,42,43,45,40,47,46,48,44
1: 45,46,40,41,42,47,48,44,43
1: 40,43,45,46,41,42,48,44,47
1: 40,43,48,44,42,47,41,46,45
1: 45,41,42,44,43,48,46,47,40
1: 42,41,43,45,46,47,48,40,44
1: 44,46,47,48,45,42,43,41,40
1: 48,40,47,45,46,42,44,41,43
1: 40,44,47,48,45,42,41,46,43
1: 45,40,46,48,47,43,42,41,44
1: 45,40,41,42,43,48,47,46,44
1: 43,42,41,44,48,40,47,46,45
1: 45,46,43,48,47,40,44,42,41
1: 48,41,47,40,42,44,43,45,46
1: 40,41,42,43,46,47,48,44,45
1: 41,42,43,48,40,47,46,44,45
1: 43,42,41,48,44,47,40,46,45
1: 42,41,43,48,40,47,46,45,44
1: 43,42,41,47,40,44,48,45,46
1: 40,46,45,42,43,47,41,44,48
1: 44,40,48,47,41,42,43,45,46
1: 40,47,46,44,48,45,43,41,42
1: 40,45,41,48,47,42,46,43,44
1: 46,40,47,41,42,48,43,45,44
1: 43,42,47,48,40,41,45,46,44
1: 42,48,47,40,43,41,46,44,45
1: 41,42,43,45,46,47,40,44,48
1: 42,41,45,40,46,47,43,48,44
1: 43,47,41,42,44,45,48,46,40
1: 40,42,43,41,45,48,47,46,44
1: 40,48,45,43,42,41,47,46,44
1: 42,41,43,48,46,47,40,44,45
1: 46,43,41,42,40,47,44,48,45
1: 46,41,40,45,48,42,44,47,43
1: 40,42,41,46,47,43,48,44,45
1: 45,41,42,43,48,46,47,40,44
1: 48,40,41,42,43,45,46,47,44
1: 48,40,41,47,42,43,46,44,45
1: 42,40,47,43,41,48,46,44,45
1: 45,40,47,42,43,41,48,44,46
1: 43,42,41,46,40,47,48,45,44
1: 47,40,42,43,48,44,41,46,45
1: 46,47,40,44,48,43,42,41,45
1: 40,47,44,43,42,41,48,46,45
1: 47,42,40,46,41,44,48,45,43
1: 44,48,47,40,41,42,46,45,43
1: 40,41,42,43,44,47,46,48,45
1: 47,45,48,40,43,41,42,46,44
1: 46,42,47,43,41,45,40,48,44
1: 42,41,43,40,45,48,46,47,44
1: 43,47,41,42,40,44,48,46,45
1: 47,40,48,44,41,42,43,46,45
1: 40,41,42,45,48,43,44,47,46
1: 46,44,45,40,47,48,41,42,43
1: 41,47,48,45,42,43,40,44,46
1: 41,46,43,42,47,48,44,40,45
1: 42,43,41,45,48,46,47,40,44
1: 40,41,42,43,48,45,46,47,44
1: 41,42,45,43,46,47,48,40,44
1: 43,41,42,47,44,48,40,46,45
1: 45,48,43,46,40,41,42,47,44
1: 47,48,42,41,43,45,44,40,46
1: 44,47,45,46,40,41,42,43,48
1: 43,46,41,45,42,47,40,44,48
1: 48,47,41,42,43,44,40,45,46
1: 40,41,46,42,43,48,47,44,45
1: 41,42,43,47,44,40,48,45,46
1: 41,42,43,45,47,46,40,48,44
1: 47,40,42,41,48,43,44,45,46
1: 40,48,41,42,47,43,44,45,46
1: 40,45,47,46,41,42,44,43,48
1: 46,47,48,41,42,40,43,44,45
1: 40,46,45,43,42,48,47,41,44
1: 40,47,43,48,41,42,44,46,45
1: 42,41,43,48,40,44,47,46,45
1: 48,47,42,41,43,44,46,45,40
1: 40,45,48,47,42,41,43,46,44
1: 41,46,42,43,40,48,45,47,44
1: 45,43,42,46,47,40,41,48,44
1: 40,48,46,44,43,41,47,45,42
1: 46,48,45,42,41,40,43,44,47
1: 40,42,41,43,45,48,44,47,46
1: 40,43,42,41,48,44,46,47,45
1: 43,42,41,48,47,40,46,44,45
1: 45,41,43,42,46,47,40,44,48
1: 48,40,47,41,42,43,46,44,45
1: 40,42,41,47,46,43,44,48,45
1: 40,41,42,48,45,47,43,46,44
1: 40,41,42,43,47,44,46,48,45
1: 43,41,46,47,42,45,48,44,40
1: 47,44,41,42,43,40,45,48,46
1: 42,43,44,41,40,47,48,46,45
1: 40,43,41,45,46,48,47,42,44
1: 45,48,44,42,43,41,40,47,46
1: 47,48,46,44,45,40,41,42,43
1: 41,40,42,45,43,48,46,47,44
1: 43,42,41,48,47,44,46,45,40
1: 45,46,42,43,40,47,41,48,44
1: 44,41,42,43,47,40,48,45,46
1: 40,48,46,47,45,41,44,42,43
1: 46,40,45,48,47,44,41,42,43
1: 42,41,44,43,48,40,47,45,46
1: 46,42,43,48,45,44,41,40,47
1: 42,40,41,43,48,47,44,45,46
1: 40,46,41,42,43,48,45,47,44
1: 46,47,40,41,42,44,43,48,45
1: 44,48,45,46,47,40,41,42,43
1: 48,43,44,42,41,40,47,46,45
1: 46,45,40,48,47,44,43,41,42
1: 45,43,48,44,42,41,40,47,46
1: 47,44,48,43,41,42,40,46,45
1: 46,40,41,42,43,45,48,47,44
1: 41,40,46,48,43,47,42,45,44
1: 43,42,41,44,47,46,40,45,48
1: 46,40,47,41,44,42,43,45,48
1: 45,42,40,47,46,41,44,43,48
1: 42,45,41,47,40,44,48,43,46
1: 42,41,43,47,44,40,48,46,45
1: 47,44,43,41,42,45,46,40,48
1: 43,40,41,42,44,47,46,48,45
1: 45,48,46,47,40,43,41,42,44
1: 40,48,47,44,42,41,43,46,45
1: 41,42,43,47,44,46,48,40,45
1: 40,41,42,43,47,44,48,46,45
1: 42,43,41,47,45,48,46,40,44
1: 40,42,43,41,45,48,46,47,44
1: 41,42,43,46,47,40,48,45,44
1: 46,47,48,43,45,40,41,42,44
1: 42,41,43,44,47,48,40,46,45
1: 41,42,43,48,44,47,46,40,45
1: 45,46,41,42,40,47,44,48,43
1: 40,48,41,43,47,42,44,46,45
1: 40,46,42,41,47,44,43,48,45
1: 46,43,41,42,48,47,40,44,45
1: 46,48,41,47,40,42,43,44,45
1: 40,42,43,41,47,44,46,45,48
1: 40,48,41,47,43,42,46,44,45
1: 44,45,47,48,46,40,42,43,41
1: 40,46,47,45,48,43,42,41,44
1: 42,46,47,43,48,45,44,41,40
1: 40,45,46,47,41,42,43,44,48
1: 46,45,40,47,41,42,43,48,44
1: 44,48,40,47,46,45,42,43,41
1: 47,40,48,44,42,41,46,43,45
1: 41,42,43,45,46,40,47,48,44
1: 40,46,47,48,45,41,42,43,44
1: 42,41,43,48,47,40,44,45,46
1: 42,45,43,41,48,46,47,40,44
1: 43,42,41,45,40,46,48,47,44
1: 41,42,43,47,48,44,40,46,45
1: 44,47,45,48,40,43,42,41,46
1: 43,42,41,48,44,40,45,47,46
1: 42,41,43,40,47,46,44,48,45
1: 42,41,46,47,40,44,43,48,45
1: 41,42,43,47,46,40,48,45,44
1: 45,47,41,42,44,43,48,40,46
1: 42,41,43,47,40,48,46,44,45
1: 42,43,41,47,46,40,44,45,48
1: 40,47,44,48,45,46,41,42,43
1: 41,42,45,40,48,46,47,44,43
1: 42,41,43,47,40,46,45,48,44
1: 45,40,46,48,44,47,41,42,43
1: 46,43,47,40,41,42,44,48,45
1: 43,41,42,45,40,46,47,44,48
1: 41,42,43,47,44,48,46,45,40
1: 44,40,47,41,42,48,46,43,45
1: 40,41,42,46,43,47,44,48,45
1: 43,41,42,48,47,46,44,45,40
1: 41,43,47,40,42,46,48,45,44
1: 40,44,47,46,48,41,42,43,45
1: 44,48,45,47,40,41,42,43,46
1: 40,45,41,42,46,47,43,44,48
1: 47,41,44,43,42,48,45,40,46
1: 40,47,46,44,41,42,48,43,45
1: 41,47,40,42,43,46,48,45,44
1: 44,48,47,40,41,42,43,46,45
1: 46,40,48,43,47,41,42,45,44
1: 41,40,45,43,42,47,46,44,48
1: 46,40,45,41,43,47,48,42,44
1: 40,47,44,41,42,43,48,46,45
1: 46,45,40,43,41,47,42,44,48
1: 42,41,43,47,40,46,44,48,45
1: 42,41,43,45,46,47,48,44,40
1: 41,47,40,48,43,42,44,46,45
1: 40,46,47,41,42,43,48,45,44
1: 44,45,40,47,46,41,48,43,42
1: 47,46,45,48,43,42,40,41,44
1: 40,43,41,42,44,46,47,48,45
1: 41,40,43,42,44,47,48,46,45
1: 40,41,44,42,43,47,45,46,48
